"Annual_measure","SD_of_measure","Model_data","Use1_0","Chi","Name","Units","Description"
862.8115799,50,891.689981442327,1,0.166792415127971,"Obs_TAPP","mMN/m2/y","Annual_total_primary_production"
NA,NA,307.215307234659,0,NA,"Obs_NP","mMN/m2/y","Annual_new_production_from_depth_integrated_nitrate_plus_summer_river_and_atmos_inputs"
NA,NA,170.852237779308,0,NA,"Obs_KelpP","gC/m2/y","Annual_WITHIN_FOREST_NET_production_of_macrophytes"
NA,NA,410.362243358957,0,NA,"Obs_OmnizooP","mMN/m2/y","Annual_ominiv_zooplankton_gross_production"
NA,NA,28.2021875435358,0,NA,"Obs_CarnzooP","mMN/m2/y","Annual_carnivorous_zooplankton_gross_production"
NA,NA,6.71745769481636,0,NA,"Obs_PFishP","mMN/m2/y","Annual_planktivorous_fish_gross_production"
0.166312376,0.02,0.14838378720834,1,0.401792870075532,"Obs_DFishP","mMN/m2/y","Annual_demersal_fish_gross_production"
NA,NA,0.613025422171215,0,NA,"Obs_BensuspP","mMN/m2/y","Annual_susp/dep_benthos_gross_production"
NA,NA,0.00624564492041313,0,NA,"Obs_BencarnP","mMN/m2/y","Annual_carn/scan_benthos_gross_production"
0.000177597,0.000133198,8.99838639723309e-05,1,0.216328155919297,"Obs_birdP","mMN/m2/y","Annual_net_production_of_birds"
NA,NA,0,0,NA,"Obs_sealP","mMN/m2/y","Annual_net_production_of_pinnipeds"
0.001666879,0.001250159,0.000983871866264552,1,0.149241628829644,"Obs_cetaP","mMN/m2/y","Annual_net_production_of_cetaceans"
NA,NA,0.000470476441720578,0,NA,"Obs_maxbenthslar","mMN/m3","Annual_monthly_max_conc_of_benthos_susp/dep_larvae"
NA,NA,1.5612152269065e-07,0,NA,"Obs_maxbenthclar","mMN/m3","Annual_monthly_max_conc_of_benthos_carn/scav_larvae"
NA,NA,0.0775743460949015,0,NA,"Obs_Conpfishfish","mMN/m2/y","Annual_consumption_of_planktivorous_fish_by_fish"
NA,NA,0.00181311070791177,0,NA,"Obs_Condfishfish","mMN/m2/y","Annual_consumption_of_demersal_fish_by_fish"
NA,NA,23.1658204988894,0,NA,"Obs_Conzoofish","mMN/m2/y","Annual_consumption_of_omniv_zooplankton_by_fish_and_fish_larvae"
NA,NA,82.9232812400545,0,NA,"Obs_Conzoocarnz","mMN/m2/y","Annual_consumption_of_omniv_zooplankton_by_carn_zooplankton"
NA,NA,0.00240657138293254,0,NA,"Obs_Conbenfish","mMN/m2/y","Annual_consumption_of_benthos_by_fish"
NA,NA,0.0114113706324395,0,NA,"Obs_Contotal_bird","mMN/m2/y","Annual_food_consumption_by_birds"
0.266,0.1995,0.251412968477071,1,0.00267311748859507,"Obs_Proppfishbird","dimensionless","Proportion_planktivorous_fish_in_diet_of_birds"
0,0,0,0,NA,"Obs_Propdfishbird","dimensionless","Proportion_demersal_fish_in_diet_of_birds"
0,0,0,0,NA,"Obs_Propmfishbird","dimensionless","Proportion_migratory_fish_in_diet_of_birds"
0,0,0,0,NA,"Obs_Propdiscbird","dimensionless","Proportion_discards_in_diet_of_birds"
NA,NA,0,0,NA,"Obs_Contotal_seal","mMN/m2/y","Annual_food_consumption_by_pinnipeds"
NA,NA,NA,0,NA,"Obs_Proppfishseal","dimensionless","Proportion_planktivorous_fish_in_diet_of_pinnipeds"
NA,NA,NA,0,NA,"Obs_Propdfishseal","dimensionless","Proportion_demersal_fish_in_diet_of_pinnipeds"
NA,NA,NA,0,NA,"Obs_Propmfishseal","dimensionless","Proportion_migratory_fish_in_diet_of_pinnipeds"
NA,NA,0.00687836965262051,0,NA,"Obs_Contotal_ceta","mMN/m2/y","Annual_food_consumption_by_cetaceans"
NA,NA,0.012372937132677,0,NA,"Obs_Proppfishceta","dimensionless","Proportion_planktivorous_fish_in_diet_of_cetaceans"
NA,NA,0.00620505036775578,0,NA,"Obs_Propdfishceta","dimensionless","Proportion_demersal_fish_in_diet_of_cetaceans"
NA,NA,0.0351158956846966,0,NA,"Obs_Propmfishceta","dimensionless","Proportion_migratory_fish_in_diet_of_cetaceans"
1.25e-05,1.03e-05,1.43246915012102e-05,1,0.0156918610358599,"Obs_Pland_livewt","mMN/m2/y","Annual_planktivorous_fish_landings_(live_weight)"
3.06e-05,2.01e-05,3.23686939422151e-05,1,0.00387153568133021,"Obs_Dland_livewt","mMN/m2/y","Annual_demersal_fish_landings_(live_weight)"
0.001717072,0.00106986,0.00148331524017873,1,0.0238695626117431,"Obs_Mland_livewt","mMN/m2/y","Annual_migratory_fish_landings_(live_weight)"
NA,NA,0,0,NA,"Obs_Bsland_livewt","mMN/m2/y","Annual_susp/dep_benthos_landings_(live_weight)"
1.03e-07,1.31e-07,2.39759351737112e-07,1,0.54493095645811,"Obs_Bcland_livewt","mMN/m2/y","Annual_carn/scav_benthos_landings_(live_weight)"
NA,NA,0,0,NA,"Obs_Zcland_livewt","mMN/m2/y","Annual_carn_zooplankton_landings_(live_weight)"
NA,NA,0,0,NA,"Obs_Kland_livewt","mMN/m2/y","Annual_macrophyte_landings_(live_weight)"
2,0.5,0.861610517785494,0,NA,"Obs_kelp_pb","/y","Annual_CARBON_gross_PB_ratio_of_macrophytes"
10,7.5,11.8184422415536,1,0.0293931749854812,"Obs_benslar_pb","/y","Annual_gross_PB_ratio_larvae_of_susp/dep_benthos"
10,7.5,10.7012928836526,1,0.00437165963254926,"Obs_benclar_pb","/y","Annual_gross_PB_ratio_larvae_of_carn/scav_benthos"
10,7.5,3.18301406081211,1,0.413078198178537,"Obs_bens_pb","/y","Annual_gross_PB_ratio_susp/dep_feeding_benthos"
1.125,0.84375,0.82613237007906,1,0.0627335972974688,"Obs_benc_pb","/y","Annual_gross_PB_ratio_carn/scav_feeding_benthos"
17.3,12.975,2.32684657465267,1,0.665858304651351,"Obs_omni_pb","/y","Annual_gross_PB_ratio_omniv_zooplankton"
6.65,4.9875,2.09807738326347,1,0.416479786107023,"Obs_carn_pb","/y","Annual_gross_PB_ratio_carniv_zooplankton"
4,3,1.03785674423575,1,0.487460703759423,"Obs_fishplar_pb","/y","Annual_gross_PB_ratio_larvae_of_planktivorous_fish"
4,3,2.35915687937079,1,0.149575897028677,"Obs_fishdlar_pb","/y","Annual_gross_PB_ratio_larvae_of_demersal_fish"
2.249,1.68675,0.509216456608198,1,0.53193553524528,"Obs_fishp_pb","/y","Annual_gross_PB_ratio_planktivorous_fish"
0.73,0.5475,0.0165569696897539,1,0.849024761782726,"Obs_fishd_pb","/y","Annual_gross_PB_ratio_demersal_fish"
1.3,0.975,0.0933519642349163,1,0.765811693473102,"Obs_fishm_pb","/y","Annual_gross_PB_ratio_migratory_fish"
5.4,4.05,0.0162451865249422,1,0.88354872402426,"Obs_bird_pb","/y","Annual_net_PB_ratio_birds"
0.09,0.0675,NA,0,NA,"Obs_seal_pb","/y","Annual_net_PB_ratio_pinnipeds"
0.054,0.0405,0.0601560237078916,1,0.0115520889779375,"Obs_ceta_pb","/y","Annual_net_PB_ratio_cetaceans"
0.3,0.1,0.338437492207725,0,NA,"Obs_exud_C_kelp","dimensionless","Annual_average_proportion_of_macrophyte_C_uptake_which_is_exuded"
0.12,0.2,0.0303270669544335,0,NA,"Obs_kelp_NC","dimensionless","Annual_average_molar_NC_ratio_of_macrophytes"
NA,NA,3.08148950883194,0,NA,"Obs_Denitrif","mMN/m2/y","Annual_denitrification"
NA,NA,0,0,NA,"Obs_Dfdiscardp","dimensionless","Proportion_of_demersal_fish_catch_discarded"
NA,NA,0.832765688063304,0,NA,"Obs_s_x_ammonia","mMN/m3","Annual_average_ammonia_conc_in_porewater_of_sand_gs_0.25mm"
NA,NA,NA,0,NA,"Obs_d_x_ammonia","mMN/m3","Annual_average_ammonia_conc_in_porewater_of_mud_gs_0.12mm"
NA,NA,16.1351607363454,0,NA,"Obs_s_x_nitrate","mMN/m3","Annual_average_nitrate_conc_in_porewater_of_sand_gs_0.25mm"
NA,NA,NA,0,NA,"Obs_d_x_nitrate","mMN/m3","Annual_average_nitrate_conc_in_porewater_of_mud_gs_0.12mm"
NA,NA,0.0413288459907844,0,NA,"Obs_s_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm)"
NA,NA,NA,0,NA,"Obs_d_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm)"
0.074024055,0.03,NA,1,NA,"Obs_NDJF_s_chl","mg/m3","Average_winter_(Nov-Feb)_chlorophyll_conc_shallow_layer"
0.098874303,0.05,NA,1,NA,"Obs_MJJA_s_chl","mg/m3","Average_summer_(May-Aug)_chlorophyll_conc_shallow_layer"
0.6613296,0.58195098,0.236684362509623,1,0.266225537190662,"Obs_NDJF_s_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer"
0.3169267,0.09501304,0.240561957439248,1,0.32299021138122,"Obs_MJJA_s_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_shallow_layer"
18.4145828,0.67837857,23.4923447639988,0,NA,"Obs_NDJF_d_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_deep_layer"
18.0923616,0.27485127,23.8187113412567,0,NA,"Obs_MJJA_d_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_deep_layer"
NA,NA,0.0928493489027672,0,NA,"Obs_NDJF_s_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer"
NA,NA,0.0915187043444844,0,NA,"Obs_MJJA_s_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_shallow_layer"
NA,NA,0.112879188697307,0,NA,"Obs_NDJF_d_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_deep_layer"
NA,NA,0.102501717589478,0,NA,"Obs_MJJA_d_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_deep_layer"
NA,NA,4.4697394214009,0,NA,"Obs_carn_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc"
NA,NA,3.08991620932399,0,NA,"Obs_omni_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc"
1.049,0.4,1.18078830742107,1,0.0542754936653451,"Obs_phyt_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc"
NA,NA,0.254063127906473,0,NA,"Obs_nit_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc"
NA,NA,4.7663151249912,0,NA,"Obs_amm_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc"
NA,NA,0.702396135701509,0,NA,"Obs_pfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2"
NA,NA,3.03448929212455,0,NA,"Obs_dfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2"
2.6e-07,2.33e-07,2.27330130384119e-07,1,0.0098299874810613,"Obs_birddisc","mMN/m2/y","Annual_bycatch_of_birds"
NA,NA,0,0,NA,"Obs_sealdisc","mMN/m2/y","Annual_bycatch_of_pinnipeds"
NA,NA,0,0,NA,"Obs_cetadisc","mMN/m2/y","Annual_bycatch_of_cetaceans"
0.15,0.05,0.138866174353919,1,0.0247924147034683,"Obs_kelp_beachcast","dimensionless","Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast"
NA,NA,0,0,NA,"Obs_Ctland_livewt","mMN/m2/y","Obs_cetacean_landings_by_whale_hunters"
