"Month","Variable","median","lower_centile","upper_centile","Units","low_cent_value","upp_cent_value","Comments"
"Jan","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","surface_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","deep_nitrate",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","surface_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","deep_ammonia",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","omniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","carniv_zooplankton",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","larvae_susp_dep_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Feb","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Mar","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Apr","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"May","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jun","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jul","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Aug","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Sep","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Oct","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Nov","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Dec","larvae_carn_scav_benthos",NA,NA,NA,"mMNm3",17,83,"No_data_available"
"Jan","surface_chlorophyll",0.0610278411058714,0.0576885218241366,0.0655116915855473,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Feb","surface_chlorophyll",0.0544815840393318,0.0522944846367829,0.0573956777338661,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Mar","surface_chlorophyll",0.0525654524902924,0.0492184809083189,0.0553491753167686,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Apr","surface_chlorophyll",0.0575589211193137,0.0552943780030987,0.0600954193024678,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"May","surface_chlorophyll",0.0676601438097132,0.0643747598059378,0.0728801792591607,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Jun","surface_chlorophyll",0.0867958354768771,0.0809004228697735,0.0911589912375926,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Jul","surface_chlorophyll",0.1086719628308,0.105520878336443,0.125504653381362,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Aug","surface_chlorophyll",0.132369268045393,0.120992099192767,0.139488037392171,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Sep","surface_chlorophyll",0.150548494323602,0.139641968637719,0.158835711837942,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Oct","surface_chlorophyll",0.13476005187784,0.128610988056712,0.146394211262038,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Nov","surface_chlorophyll",0.108650105534492,0.0983384817336766,0.112215488211795,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
"Dec","surface_chlorophyll",0.0719366895024054,0.0662599292695214,0.0831460182741213,"mgm3",0.2,0.8,"Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104 for Saint_Helena_MA 2010-2019"
